Date,USD
2008/6/21,1762.9
2008/9/21,1738.85
2008/10/21,1723.35
2008/11/21,1743.6
2008/12/21,1747.4
8/13/21,1773.85
8/16/21,1786.35
8/17/21,1789.45
8/18/21,1783.45
8/19/21,1782.05
8/20/21,1779.05
8/23/21,1802
8/24/21,1808.45
8/25/21,1788.7
8/26/21,1786.6
8/27/21,1798.5
8/31/21,1814.85
2009/1/21,1811.8
2009/2/21,1812.55
2009/3/21,1823.7
2009/6/21,1821.6
2009/7/21,1802.15
2009/8/21,1786
2009/9/21,1788.25
2009/10/21,1794.6
